id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,cur_genus,cur_epithet,cur_scientific_name,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,host,cur_host,host_family,cultivated,native_status,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatUnited States of America,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,Continent,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,climatic_zone,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatUnited States of America,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
2643978,ILL,,,PreservedSpecimen,07eac567-5067-46e7-bca6-90623eff030f,ILL00097011,2207,Plasmopara entospora,649732,(Roze & Cornu) J. Schr_t.,Plasmopara,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,4856,1882-05-31,1882,,,,,,,,on Solidago rigida,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Mclean,Normal,Normal,,,,40.514203,-88.990631,,6559,,,titurri (2016-07-09 10:49:55),,georef batch tool 2016-07-09; GeoLocate,reviewed - high confidence,,,,,,,,,en,akuhn,2/1/17 11:51,,31,urn:uuid:07eac567-5067-46e7-bca6-90623eff030f,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2643978
2643962,ILL,,,PreservedSpecimen,6b1ea359-bf2f-4be6-9259-353ff7212174,ILL00097000,2914,Plasmopara entospora,649732,(Roze & Cornu) J. Schr_t.,Plasmopara,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,6477,1884-06-30,1884,6,30,182,,,,,on Solidago rigida,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Champaign,Champaign & Leverett,Champaign & Leverett,,,,40.11642,-88.243383,WGS84,7338,,,titurri (2016-07-09 14:37:57),,georef batch tool 2016-07-09; GeoLocate,reviewed - high confidence,,,,,,,,,en,akuhn,2/1/17 11:51,,31,urn:uuid:6b1ea359-bf2f-4be6-9259-353ff7212174,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2643962
1037767,BPI,,,PreservedSpecimen,,BPI 187655,,Plasmopara entospora,649732,(Roze & Cornu) J. Schr_t.,Plasmopara,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,6477,1884-06-30,1884,6,30,182,,1884 Jun 30,,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign & Leverett,,0,,,,,,,,,,,,,,,,,,,,,preprocessed,9/3/19 13:34,BPI 187655,24,urn:uuid:aa7202b3-f9e1-4acf-9a32-250cfb73180c,https://mycoportal.org:443/portal/collections/individual/index.php?occid=1037767
2756512,NCU,,,PreservedSpecimen,e3dd23d6-c2ed-4c69-a719-1a31cdeb0acd,NCU-F-0018779,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,A B Seymour,1884,,,,,,A B Seymour,,,272,1884-07-14,1884,7,14,196,,"July 14, 1884.",,,,,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Champaign,,Champaign,,,,40.11642,-88.243383,,7338,,,carol ann mccormick (2016-02-15 07:33:28),,georef batch tool 2016-02-15; GeoLocate,reviewed - high confidence,#NAME?,,,,,,,,,yoonsoyoung,2/1/17 11:52,,14,urn:uuid:e3dd23d6-c2ed-4c69-a719-1a31cdeb0acd,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2756512
7649157,NY,NY,,PreservedSpecimen,4ddf1e20-0229-48b7-a048-e266356cdb60,1959126,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1884-07-14,1884,7,14,196,,14 Jul 1884,,,,,Solidago rigida,Asteraceae,,,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2730769' target='_blank' style='color: blue;'> Link back to original record for NY Barcode # 1959126</a>,,,,,,,,,,,,,,packeted,North America,United States of America,Illinois,Champaign Co.,,Champaign.,,0,,40.116683,-88.258489,WGS84,6188,,,,"BioGeomancer, Guide to Best Practices for Georefer",GEOLocate Batch Processing Tool,,4/5/16,,,,,,,,en,preprocessed,12/19/19 18:52,4ddf1e20-0229-48b7-a048-e266356cdb60,3,urn:uuid:15a40638-ff60-4e77-b228-04995dce9592,https://mycoportal.org:443/portal/collections/individual/index.php?occid=7649157
7649158,NY,NY,,PreservedSpecimen,2440676c-95cb-4394-8749-29459123625a,1959127,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1884-07-14,1884,7,14,196,,14 Jul 1884,,,,,Solidago rigida,Asteraceae,,,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2730770' target='_blank' style='color: blue;'> Link back to original record for NY Barcode # 1959127</a>,,,,,,,,,,,,,,packeted,North America,United States of America,Illinois,Champaign Co.,,Champaign.,,0,,40.116683,-88.258489,WGS84,6188,,,,"BioGeomancer, Guide to Best Practices for Georefer",GEOLocate Batch Processing Tool,,4/5/16,,,,,,,,en,preprocessed,12/19/19 18:52,2440676c-95cb-4394-8749-29459123625a,3,urn:uuid:b9153acd-0a4e-4d9d-ba10-eea90e4cb997,https://mycoportal.org:443/portal/collections/individual/index.php?occid=7649158
2756514,NCU,,,PreservedSpecimen,0b8f6c8d-e1c0-44ca-ae1c-def777710a62,NCU-F-0018781,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1884-07-14,1884,7,14,196,,"July 14, 1884",,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Champaign,,Champaign,,,,40.11642,-88.243383,,7338,,,carol ann mccormick (2016-02-15 07:33:28),,georef batch tool 2016-02-15; GeoLocate,reviewed - high confidence,#NAME?,,,,,,,,,yoonsoyoung,2/1/17 11:52,,14,urn:uuid:0b8f6c8d-e1c0-44ca-ae1c-def777710a62,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2756514
1827162,BPI,,,PreservedSpecimen,,BPI 865111,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1884-07-14,1884,7,14,196,,1884 Jul 14,,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign,,0,,40.11642,-88.243383,,7338,,,GeoLocate (High Precision),,,,,,,,,,,,,preprocessed,9/3/19 13:34,BPI 865111,24,urn:uuid:baeceaae-2eb6-45bb-877f-ed2cfb2f361d,https://mycoportal.org:443/portal/collections/individual/index.php?occid=1827162
2696101,ISC,,,PreservedSpecimen,71a01a57-eead-42e6-b6ca-9d9ab9e8224f,ISC-F-0075076,ISC0357831,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,J F Shearer,1989,,,,,,A B Seymour,,,3277,1884-07-00,1884,7,,,,,,,folia viva Solidaginis rigidae,Solidaginis rigidae,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign,,,,40.11642,-88.243383,,7338,,,anason (2018-07-17 08:24:35),,georef batch tool 2018-07-17; GeoLocate,reviewed - high confidence,,,,,,,,,,tbunting,7/17/18 10:24,,20,urn:uuid:71a01a57-eead-42e6-b6ca-9d9ab9e8224f,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2696101
4410069,MSC,,,PreservedSpecimen,,MSC0218455,94375,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,1405b,1884-07-00,1884,7,,,,1884-7,,,on Solidago rigida,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,Champaign,,,0,,40.11642,-88.243383,WGS84,7338,,,MichaellaMcB (2017-11-02 15:42:16),,georef batch tool 2017-11-02; GeoLocate,reviewed - high confidence,,,,,,,,,,,1/10/19 16:22,,66,urn:uuid:e92e4849-143c-4253-964f-d8e2811aff7e,https://mycoportal.org:443/portal/collections/individual/index.php?occid=4410069
1037757,BPI,,,PreservedSpecimen,,BPI 187646,,Plasmopara entospora,649732,(Roze & Cornu) J. Schr_t.,Plasmopara,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,1405b,1884-07-00,1884,7,,,,1884 Jul 00,,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign,,0,,40.11642,-88.243383,,7338,,,GeoLocate (High Precision),,,,,,,,,,,,,preprocessed,9/3/19 13:34,BPI 187646,24,urn:uuid:eb467538-5c6a-44a2-988f-99baf5c36bce,https://mycoportal.org:443/portal/collections/individual/index.php?occid=1037757
3851836,PH,,,PreservedSpecimen,,PH00314339,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,1405b,1884-07-00,1884,7,,,,,,,On Solidago rigida.,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign,,0,,40.116945,-88.260549,WGS84,6252,,,hguirgis (2017-08-03 09:02:53),,georef batch tool 2017-08-03; GeoLocate,reviewed - high confidence,"Georeferenced to geographic center of Champaign, using Google Streets base map.",,,,,,,,,hpatel,9/4/19 17:41,,67,urn:uuid:fe22fdd1-0d66-4ff1-94a8-ac3570ec25b8,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3851836
3585735,MU,,,PreservedSpecimen,d79db2d1-cd69-4a51-a26f-b5ecd32dc133,228324,MU-F-53584,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,1405b,1884-07-00,1884,7,,,,,,,On Solidago rigida.,Solidago rigida.,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign,,,,40.11642,-88.243383,,7338,,,koelper2 (2020-06-16 07:40:36),,georef batch tool 2020-06-16; GeoLocate,reviewed - high confidence,,,,,,,,,,betschbb,6/16/20 9:40,,32,urn:uuid:d79db2d1-cd69-4a51-a26f-b5ecd32dc133,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3585735
3666504,PH,,,PreservedSpecimen,,PH00300568,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1884-07-00,1884,7,,,,,,,Ad folia viva Solidaginis rigidae (on living leaves of Solidago rigida),Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Champaign,,Near Champaign.,,0,,40.116683,-88.258489,WGS84,6188,,,Michael Yost (2016-04-05 12:56:43),GBIF Best Practices,georef batch tool 2016-04-05; GeoLocate,reviewed - high confidence,Coordinates transferred from dupE at NY. Georeferenced to geographic center of Champaign with uncertainty radius encompassing city limit boundaries.,,,,,,,,,ebenamy,1/30/17 22:24,,67,urn:uuid:0ed11783-f5c6-4154-b194-b5ae1c6ca9e4,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3666504
3564274,F,,,PreservedSpecimen,,C0258700F,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1884-07-00,1884,7,,,,,,,,,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Champaign,,,,,,,,,,,,,,,,,,,,,,,,en,sabinehuhndorf,2/2/17 8:45,,11,urn:uuid:7c74071d-611d-4754-8fba-d4a41e9b0cc1,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3564274
7591446,NY,NY,,PreservedSpecimen,dc89d0e7-5be6-44df-8abf-3d7741d32dd9,1959138,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1884-07-00,1884,7,,,,Jul 1884,,,,,Solidago rigida,Asteraceae,,,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2730781' target='_blank' style='color: blue;'> Link back to original record for NY Barcode # 1959138</a>,,,,,,,,,,,,,,packeted,North America,United States of America,Illinois,Champaign Co.,,Champaign.,,0,,40.116683,-88.258489,WGS84,6188,,,,"BioGeomancer, Guide to Best Practices for Georefer",GEOLocate Batch Processing Tool,,4/5/16,,,,,,,,en,preprocessed,12/19/19 18:52,dc89d0e7-5be6-44df-8abf-3d7741d32dd9,3,urn:uuid:a60f8f4d-24f5-4bf0-9678-0d6d38a3a749,https://mycoportal.org:443/portal/collections/individual/index.php?occid=7591446
7667652,NY,NY,,PreservedSpecimen,efafc19a-a651-4345-b387-9aa94dcc0e77,1959128,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1884-07-00,1884,7,,,,Jul 1884,,,,,Solidago rigida,Asteraceae,,,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2730771' target='_blank' style='color: blue;'> Link back to original record for NY Barcode # 1959128</a>,,,,,,,,,,,,,,packeted,North America,United States of America,Illinois,Champaign Co.,,Champaign.,,0,,40.116683,-88.258489,WGS84,6188,,,,"BioGeomancer, Guide to Best Practices for Georefer",GEOLocate Batch Processing Tool,,4/5/16,,,,,,,,en,preprocessed,12/19/19 18:52,efafc19a-a651-4345-b387-9aa94dcc0e77,3,urn:uuid:ba64bcf4-6a34-44db-b7f1-02a9d5b4ed7b,https://mycoportal.org:443/portal/collections/individual/index.php?occid=7667652
7683378,NY,NY,,PreservedSpecimen,64e9172b-6e5b-4129-b79a-17e97316e698,1959129,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1884-07-00,1884,7,,,,Jul 1884,,,,,Solidago rigida,Asteraceae,,,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2730772' target='_blank' style='color: blue;'> Link back to original record for NY Barcode # 1959129</a>,,,,,,,,,,,,,,packeted,North America,United States of America,Illinois,Champaign Co.,,Champaign.,,0,,40.116683,-88.258489,WGS84,6188,,,,"BioGeomancer, Guide to Best Practices for Georefer",GEOLocate Batch Processing Tool,,4/5/16,,,,,,,,en,preprocessed,12/19/19 18:52,64e9172b-6e5b-4129-b79a-17e97316e698,3,urn:uuid:876e48bc-5be6-4f5f-8fc1-c335bcf2f126,https://mycoportal.org:443/portal/collections/individual/index.php?occid=7683378
2707711,ILL,,,PreservedSpecimen,7e4154bb-373a-44d7-a568-7ca9a8449c98,ILL00098659,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1884-07-00,1884,7,,,,,,,On Solidago rigida.,Solidago rigida.,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Champaign,Champaign,Champaign,,0,,40.11642,-88.243383,WGS84,7338,,,titurri (2016-07-08 11:18:55),,georef batch tool 2016-07-08; GeoLocate,reviewed - high confidence,,,,,,,,,,,2/1/17 11:52,,31,urn:uuid:7e4154bb-373a-44d7-a568-7ca9a8449c98,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2707711
3264427,WSP,,,PreservedSpecimen,93f59400-03bc-44a0-b1d8-8d3266e5974a,WSP36980,36980,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1884-07-00,1884,7,,,,1884-7,,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,Champaign,,Champaign,,0,,40.11639,-88.24333,,,,,,,,,,,,,,,,,,,2/2/17 1:04,567169,61,urn:uuid:93f59400-03bc-44a0-b1d8-8d3266e5974a,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3264427
3678408,NEB,,,PreservedSpecimen,f3beb00c-89da-4609-87df-06ea24c307a2,NEB00062000,8876,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1884-07-00,1884,7,,,,"July, 1884",,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,Champaign,,,0,,40.11642,-88.243383,WGS84,7338,,,rhbaldree (2017-08-10 15:08:55),,georef batch tool 2017-08-10; GeoLocate,reviewed - high confidence,,,,,,,,,,,8/10/17 18:58,,50,urn:uuid:f3beb00c-89da-4609-87df-06ea24c307a2,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3678408
3678413,NEB,,,PreservedSpecimen,c9bae289-42a2-41f0-a138-e71c20100474,NEB00062005,281665,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1884-07-00,1884,7,,,,"July, 1884",,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,Champaign,,,0,,40.11642,-88.243383,WGS84,7338,,,rhbaldree (2017-08-10 15:08:55),,georef batch tool 2017-08-10; GeoLocate,reviewed - high confidence,,,,,,,,,,,8/10/17 18:58,,50,urn:uuid:c9bae289-42a2-41f0-a138-e71c20100474,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3678413
1746251,BPI,,,PreservedSpecimen,,BPI 788390,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1884-07-00,1884,7,,,,1884 Jul 00,,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign,,0,,40.11642,-88.243383,,7338,,,GeoLocate (High Precision),,,,,,,,,,,,,preprocessed,9/3/19 13:34,BPI 788390,24,urn:uuid:0365e6bd-2674-42da-a425-97db6354572c,https://mycoportal.org:443/portal/collections/individual/index.php?occid=1746251
2756513,NCU,,,PreservedSpecimen,bd42c3ed-a467-4f41-b819-b1f3450d746c,NCU-F-0018780,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,A B Seymour,1884,,,,,,A B Seymour,,,s.n.,1884-08-04,1884,8,4,217,,Aug. 2. 1884.,,,,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,"Pluto, Ill. [Illinois]",,,,40.190144,-89.371849,WGS84,273635,,,"McCormick, Carol Ann",,GeoLocate,,"~ center of Illinois; ""Pluto"" not found",,,,,,,,,yoonsoyoung,2/1/17 11:52,,14,urn:uuid:bd42c3ed-a467-4f41-b819-b1f3450d746c,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2756513
7631156,NY,NY,,PreservedSpecimen,efdad912-c090-4281-9877-0b83d7f6a061,1926462,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,s.n.,1910-09-00,1910,9,,,,10-Sep,,,,,Symphyotrichum puniceum,Asteraceae,,,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706753' target='_blank' style='color: blue;'> Link back to original record for NY Barcode # 1926462</a>,,,,,,,,,,,,,,packeted,North America,United States of America,Massachusetts,Middlesex Co.,,Waverly,,0,,42.387463,-71.183142,WGS84,557,,,,,Google Maps (map data 2016); MaNIS Georef. Calculator,,,,,,,,,,en,preprocessed,12/19/19 18:52,efdad912-c090-4281-9877-0b83d7f6a061,3,urn:uuid:1d1c50c2-4709-486a-a2bf-8e7ea759be79,https://mycoportal.org:443/portal/collections/individual/index.php?occid=7631156
2549001,WIS,,,PreservedSpecimen,368dd91f-ad2b-442b-b0c6-8cf0570375c9,WIS-F-0012309,,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,A B Seymour,,,,,,,A B Seymour,,,s.n.,1910-09-00,1910,9,,,,,,,on Aster puniceus L.,Aster puniceus L.,Symphyotrichum puniceum,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Massachusetts,,,Waverley,,,,42.387596,-71.182832,,3036,,,jwillis (2017-05-31 11:25:12),,georef batch tool 2017-05-31; GeoLocate,reviewed - high confidence,,,,,,,,,,mmbarrett2,4/7/20 16:29,,45,urn:uuid:368dd91f-ad2b-442b-b0c6-8cf0570375c9,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2549001
3934471,MICH,Fungi,,PreservedSpecimen,492a2402-db4a-43a9-9ce2-01852cf706a9,336538,,Plasmopara entospora,649732,(Roze & Cornu) J. Schr_t.,Plasmopara,entospora,Basidiophora,entospora,Basidiophora entospora,,,A B Seymour,,,,,,,A B Seymour,,,s.n.,1910-09-00,1910,9,,,,,,,On Aster runiceus.,Aster runiceus,Symphyotrichum puniceum,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Massachusetts,,,Waverly.,,,,,,,,,,,,,,,,,,,,,,en,zackboum,4/29/19 10:23,,10,urn:uuid:492a2402-db4a-43a9-9ce2-01852cf706a9,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3934471
2643965,ILL,,,PreservedSpecimen,217b85fa-fa65-4b36-93b6-523861be3980,ILL00097002,2917,Plasmopara entospora,649732,(Roze & Cornu) J. Schr_t.,Plasmopara,entospora,Basidiophora,entospora,Basidiophora entospora,,,A B Seymour,,,,,,,A B Seymour,,,,1910-09-00,1910,9,,,,,,,on Aster runiceus,Aster runiceus,Symphyotrichum puniceum,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Massachusetts,Middlesex,Waverley,Waverley,,,,42.387596,-71.182832,WGS84,3036,,,titurri (2016-07-11 14:03:56),,georef batch tool 2016-07-11; GeoLocate,reviewed - high confidence,,,,,,,,,en,akuhn,2/1/17 11:51,,31,urn:uuid:217b85fa-fa65-4b36-93b6-523861be3980,https://mycoportal.org:443/portal/collections/individual/index.php?occid=2643965
3227121,RMS,,,PreservedSpecimen,eff146bb-2874-42e3-9a05-7c4027d45913,RMS0010145,5300,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,A B Seymour,,,,,,,A B Seymour,,,,1910-09-00,1910,9,,,,"Sept., 1910",Verify collector number,,,Aster runiceus,Symphyotrichum puniceum,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Massachusetts,,Waverley,,,,,,,,,,,,,,,,,,,,,,,,alxwhitehead,3/23/17 18:19,,35,urn:uuid:eff146bb-2874-42e3-9a05-7c4027d45913,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3227121
3266588,WSP,,,PreservedSpecimen,6c1b737e-00a3-41b6-9c08-07af74518b0a,WSP38952,38952,Basidiophora entospora,629138,Roze & Cornu,Basidiophora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,1910-09-00,1910,9,,,,1910-9,,,,Aster puniceus,Symphyotrichum puniceum,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Massachusetts,,,Waverley,,0,,42.3875,-71.18333,,,,,,,,,,,,,,,,,,,2/2/17 1:04,569321,61,urn:uuid:6c1b737e-00a3-41b6-9c08-07af74518b0a,https://mycoportal.org:443/portal/collections/individual/index.php?occid=3266588
1037738,BPI,,,PreservedSpecimen,,BPI 187627,,Plasmopara entospora,649732,(Roze & Cornu) J. Schr_t.,Plasmopara,entospora,Basidiophora,entospora,Basidiophora entospora,,,A B Seymour,,,,,,,A B Seymour,,,,1910-09-00,1910,9,,,,1910 Sep 00,,,,Aster puniceus,Symphyotrichum puniceum,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Massachusetts,,,Waverley,,0,,42.387596,-71.182832,,3036,,,GeoLocate (High Precision),,,,,,,,,,,,,preprocessed,9/3/19 13:34,BPI 187627,24,urn:uuid:1c9c22d8-b05c-473a-ac45-accab7aca3b2,https://mycoportal.org:443/portal/collections/individual/index.php?occid=1037738
4746264,WIS,,,PreservedSpecimen,0e1c23cf-177b-4a18-ba48-da806ea7995a,WIS-F-0088187,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,,,,,,,,A B Seymour,,,,,,,,,,,,,On Solidago rigida,Solidago rigida,Solidago rigida,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Champaign,,,,40.115107,-88.260892,,6425,,,dbarrett3 (2018-02-14 22:12:37),,georef batch tool 2018-02-14; GeoLocate,reviewed - high confidence,,,,,,,,,,jzess,2/14/18 23:12,,45,urn:uuid:0e1c23cf-177b-4a18-ba48-da806ea7995a,https://mycoportal.org:443/portal/collections/individual/index.php?occid=4746264
1037754,BPI,,,PreservedSpecimen,,BPI 187643,,Peronospora entospora,647110,(Roze & Cornu) Berk. & Broome,Peronospora,entospora,Basidiophora,entospora,Basidiophora entospora,,,"Edson, H. A.",,,,,,,A B Seymour; F S Earle,,,5022,1882-04-29,1882,4,29,119,,1882 Apr 29,,,,Erigeron canadensis,Erigeron canadensis,Asteraceae,,,,,,,,,,,,,,,,,,North America,United States of America,Illinois,,,Anna,,0,,37.460327,-89.247028,,2930,,,GeoLocate (High Precision),,,,,,,,,,,,,preprocessed,9/3/19 13:34,BPI 187643,24,urn:uuid:7246d61e-112e-4c21-b1ad-740c5c353cd3,https://mycoportal.org:443/portal/collections/individual/index.php?occid=1037754
